,scientificName,redlistCategory,populationTrend
8202,Hippocampus algiricus,Vulnerable,Decreasing
8203,Hippocampus kelloggi,Vulnerable,Decreasing
8204,Hippocampus patagonicus,Vulnerable,Decreasing
8205,Salmo ischchan,Critically Endangered,Decreasing
8206,Garra klatti,Endangered,Decreasing
8207,Nanohyla annamensis,Vulnerable,Decreasing
8208,Hylarana montivaga,Endangered,Decreasing
8209,Vinodolia fiumana,Endangered,Decreasing
8210,Triboniophorus sp. nov. 'Kaputar',Endangered,Stable
8211,Turcorientalia anatolica,Vulnerable,Unknown
8212,Metioche luteolus,Vulnerable,Unknown
8213,Metioche payendeei,Critically Endangered,Unknown
8214,Metioche superbus,Critically Endangered,Unknown
8215,Paradecolya briseferi,Critically Endangered,Unknown
8216,Rodriguesiophisis spinifera,Critically Endangered,Unknown
8217,Leptophyes discoidalis,Vulnerable,Decreasing
8218,Oedipina fortunensis,Endangered,Unknown
8219,Incilius majordomus,Critically Endangered,Decreasing
8220,Micrurus catamayensis,Endangered,Decreasing
8221,Micrurus meridensis,Endangered,Decreasing
8222,Liolaemus audituvelatus,Vulnerable,Unknown
8223,Liolaemus azarai,Critically Endangered,Unknown
8224,Liolaemus carlosgarini,Vulnerable,Stable
8225,Liolaemus cuyumhue,Critically Endangered,Unknown
8226,Liolaemus dicktracyi,Vulnerable,Unknown
8227,Liolaemus fabiani,Endangered,Unknown
8228,Liolaemus famatinae,Vulnerable,Stable
8229,Liolaemus frassinettii,Vulnerable,Stable
8230,Liolaemus halonastes,Vulnerable,Unknown
8231,Liolaemus isabelae,Endangered,Decreasing
8232,Liolaemus loboi,Endangered,Stable
8233,Liolaemus manueli,Endangered,Decreasing
8234,Liolaemus martorii,Vulnerable,Decreasing
8235,Thoracistus arboreus,Critically Endangered,Unknown
8236,Thoracistus aureoportalis,Vulnerable,Unknown
8237,Thoracistus jambila,Endangered,Unknown
8238,Thoracistus peringueyi,Critically Endangered,Unknown
8239,Thoracistus semeniphagus,Endangered,Unknown
8240,Thoracistus thyraeus,Endangered,Unknown
8241,Transkeidectes multidentis,Critically Endangered,Unknown
8242,Liolaemus morenoi,Vulnerable,Unknown
8243,Liolaemus multimaculatus,Endangered,Decreasing
8244,Liolaemus poconchilensis,Endangered,Decreasing
8245,Liolaemus riodamas,Endangered,Decreasing
8246,Liolaemus robertoi,Endangered,Unknown
8247,Platycypha inyangae,Endangered,Unknown
8248,Syncordulia legator,Vulnerable,Unknown
8249,Syncordulia serendipator,Endangered,Unknown
8250,Liolaemus salinicola,Endangered,Decreasing
8251,Liolaemus scapularis,Endangered,Decreasing
8252,Liolaemus tandiliensis,Vulnerable,Decreasing
8253,Liolaemus thermarum,Vulnerable,Unknown
8254,Liolaemus torresi,Endangered,Decreasing
8255,Liolaemus tregenzai,Vulnerable,Unknown
8256,Conocephalus basutoanus,Endangered,Unknown
8257,Acilacris furcatus,Critically Endangered,Unknown
8258,Acilacris kristinae,Critically Endangered,Unknown
8259,Amyttacta marakelensis,Vulnerable,Unknown
8260,Aroegas dilatatus,Vulnerable,Unknown
8261,Aroegas nigroornatus,Critically Endangered,Unknown
8262,Paracilacris lateralis,Vulnerable,Unknown
8263,Paracilacris periclitatus,Critically Endangered,Unknown
8264,Aroegas fuscus,Endangered,Unknown
8265,Cedarbergeniana imperfecta,Critically Endangered,Unknown
8266,Griffiniana duplessisae,Critically Endangered,Unknown
8267,Brinckiella aptera,Vulnerable,Unknown
8268,Brinckiella arboricola,Endangered,Unknown
8269,Clonia lalandei,Vulnerable,Unknown
8270,Clonia uvarovi,Vulnerable,Unknown
8271,Peringueyella rentzi,Endangered,Unknown
8272,Peringueyella zulu,Critically Endangered,Unknown
8273,Phymaturus bibronii,Endangered,Unknown
8274,Homonota rupicola,Critically Endangered,Unknown
8275,Homonota taragui,Critically Endangered,Unknown
8276,Phymaturus mallimaccii,Vulnerable,Unknown
8277,Phymaturus tenebrosus,Endangered,Decreasing
8278,Phymaturus vociferator,Vulnerable,Stable
8279,Atelopus lynchi,Critically Endangered,Decreasing
8280,Atelopus ardila,Critically Endangered,Decreasing
8281,Atelopus gigas,Critically Endangered,Unknown
8282,Atelopus orcesi,Critically Endangered,Decreasing
8283,Atelopus pastuso,Critically Endangered,Unknown
8284,Liladownsia fraile,Endangered,Unknown
8285,Tor remadevii,Critically Endangered,Decreasing
8286,Pyrgacris relictus,Critically Endangered,Decreasing
8287,Aprasia litorea,Endangered,Decreasing
8288,Cnemaspis selamatkanmerapoh,Vulnerable,Unknown
8289,Saltuarius eximius,Endangered,Unknown
8290,Forcepsioneura garrisoni,Endangered,Unknown
8291,Forcepsioneura haerteli,Endangered,Unknown
8292,Bombus alpinus,Vulnerable,Decreasing
8293,Shinisaurus crocodilurus,Endangered,Decreasing
8294,Bombus inexspectatus,Endangered,Decreasing
8295,Bombus reinigiellus,Endangered,Decreasing
8296,Gastrotheca lojana,Vulnerable,Decreasing
8297,Dysdera portisancti,Critically Endangered,Decreasing
8298,Agyneta rugosa,Endangered,Decreasing
8299,Centromerus anoculus,Critically Endangered,Decreasing
8300,Centromerus sexoculatus,Critically Endangered,Decreasing
8301,Canariphantes acoreensis,Vulnerable,Decreasing
8302,Minicia floresensis,Vulnerable,Decreasing
8303,Savigniorrhipis acoreensis,Vulnerable,Decreasing
8304,Typhochrestus acoreensis,Critically Endangered,Decreasing
8305,Mesiotelus maderianus,Endangered,Decreasing
8306,Hogna ingens,Critically Endangered,Decreasing
8307,Oecobius selvagensis,Critically Endangered,Decreasing
8308,Meta barreti,Critically Endangered,Decreasing
8309,Sancus acoreensis,Vulnerable,Decreasing
8310,Rugathodes pico,Vulnerable,Decreasing
8311,Xysticus grohi,Critically Endangered,Decreasing
8312,Canariphantes junipericola,Critically Endangered,Decreasing
8313,Canariphantes relictus,Critically Endangered,Decreasing
8314,Savigniorrhipis topographicus,Critically Endangered,Decreasing
8315,Acorigone acoreensis,Vulnerable,Decreasing
8316,Acorigone zebraneus,Critically Endangered,Decreasing
8317,Agyneta depigmentata,Critically Endangered,Decreasing
8318,Porrhomma borgesi,Vulnerable,Decreasing
8319,Turinyphia cavernicola,Endangered,Decreasing
8320,Cheiracanthium floresense,Critically Endangered,Decreasing
8321,Cheiracanthium jorgeense,Endangered,Decreasing
8322,Neon acoreensis,Vulnerable,Decreasing
8323,Moxostoma hubbsi,Endangered,
8324,Bedotia madagascariensis,Endangered,Decreasing
8325,Bedotia tricolor,Critically Endangered,Unknown
8326,Oxylapia polli,Endangered,Unknown
8327,Pachypanchax omalonota,Endangered,Decreasing
8328,Pachypanchax sakaramyi,Endangered,Decreasing
8329,Paratilapia polleni,Vulnerable,Decreasing
8330,Paretroplus kieneri,Vulnerable,Unknown
8331,Paretroplus maculatus,Critically Endangered,Decreasing
8332,Ptychochromis oligacanthus,Endangered,Decreasing
8333,Rheocles alaotrensis,Endangered,Decreasing
8334,Rheocles wrightae,Endangered,Decreasing
8335,Typhleotris madagascariensis,Endangered,Unknown
8336,Typhleotris pauliani,Critically Endangered,Unknown
8337,Carcharhinus melanopterus,Vulnerable,Decreasing
8338,Bedotia masoala,Vulnerable,Unknown
8339,Bedotia marojejy,Endangered,Decreasing
8340,Pachypanchax sparksorum,Endangered,Decreasing
8341,Pachypanchax arnoulti,Vulnerable,Decreasing
8342,Pachypanchax varatraza,Endangered,Unknown
8343,Paretroplus menarambo,Critically Endangered,Unknown
8344,Paretroplus maromandia,Endangered,Decreasing
8345,Paretroplus nourissati,Endangered,Decreasing
8346,Paretroplus dambabe,Critically Endangered,Decreasing
8347,Paretroplus gymnopreopercularis,Critically Endangered,Decreasing
8348,Paretroplus loisellei,Endangered,Unknown
8349,Paretroplus lamenabe,Endangered,Unknown
8350,Ptychochromis inornatus,Endangered,Decreasing
8351,Pachypanchax patriciae,Endangered,Unknown
8352,Ptychochromis insolitus,Critically Endangered,Decreasing
8353,Ptychochromoides vondrozo,Endangered,Unknown
8354,Rheocles derhami,Critically Endangered,Decreasing
8355,Rheocles vatosoa,Endangered,Decreasing
8356,Nothobranchius symoensi,Endangered,Unknown
8357,Scriptaphyosemion nigrifluvi,Vulnerable,Unknown
8358,Coptodon walteri,Endangered,Decreasing
8359,Nothobranchius polli,Endangered,Decreasing
8360,Clarias laeviceps,Vulnerable,Unknown
8361,Nothobranchius malaissei,Vulnerable,Unknown
8362,Nothobranchius rosenstocki,Vulnerable,Stable
8363,Coptodon coffea,Critically Endangered,Unknown
8364,Nothobranchius hassoni,Vulnerable,Unknown
8365,Scriptaphyosemion bertholdi,Vulnerable,Unknown
8366,Sarotherodon tournieri,Vulnerable,Unknown
8367,Nothobranchius brieni,Vulnerable,Unknown
8368,Coptodon rheophilus,Endangered,Unknown
8369,Nothobranchius fasciatus,Vulnerable,Unknown
8370,Coelotilapia joka,Endangered,Unknown
8371,Nothobranchius boklundi,Vulnerable,Unknown
8372,Nothobranchius cardinalis,Vulnerable,Unknown
8373,Nothobranchius hengstleri,Endangered,Unknown
8374,Nothobranchius ivanovae,Vulnerable,Unknown
8375,Nothobranchius kardashevi,Vulnerable,Unknown
8376,Nothobranchius krammeri,Vulnerable,Unknown
8377,Nothobranchius krysanovi,Vulnerable,Unknown
8378,Nothobranchius nubaensis,Vulnerable,Unknown
8379,Nothobranchius oestergaardi,Endangered,Unknown
8380,Nothobranchius ruudwildekampi,Vulnerable,Unknown
8381,Nothobranchius seegersi,Vulnerable,Unknown
8382,Phractura ansorgii,Endangered,Unknown
8383,Ancharius griseus,Endangered,Unknown
8384,Bedotia albomarginata,Endangered,Unknown
8385,Bedotia leucopteron,Endangered,Unknown
8386,Gogo ornatus,Endangered,Unknown
8387,Nothobranchius vosseleri,Vulnerable,Unknown
8388,Haplochromis ampullarostratus,Vulnerable,Unknown
8389,Haplochromis commutabilis,Vulnerable,Unknown
8390,Haplochromis exspectatus,Vulnerable,Unknown
8391,Pseudobarbus skeltoni,Endangered,Decreasing
8392,Enteromius seymouri,Vulnerable,Decreasing
8393,Enteromius teugelsi,Vulnerable,Unknown
8394,Typhleotris mararybe,Critically Endangered,Stable
8395,Awaous commersoni,Vulnerable,Unknown
8396,Apistogramma cinilabra,Vulnerable,Stable
8397,Panaqolus albivermis,Endangered,Decreasing
8398,Anablepsoides parlettei,Vulnerable,Unknown
8399,Anablepsoides lineasoppilatae,Vulnerable,Unknown
8400,Potamotrygon tigrina,Endangered,Decreasing
8401,Platymantis insulatus,Critically Endangered,Decreasing
8402,Platymantis spelaeus,Endangered,Decreasing
8403,Platymantis hazelae,Vulnerable,Decreasing
8404,Platymantis levigatus,Endangered,Decreasing
8405,Platymantis panayensis,Endangered,Decreasing
8406,Platymantis subterrestris,Endangered,Decreasing
8407,Pelophryne albotaeniata,Vulnerable,Decreasing
8408,Limnonectes diuatus,Vulnerable,Decreasing
8409,Kaloula walteri,Vulnerable,Decreasing
8410,Platymantis lawtoni,Endangered,Decreasing
8411,Platymantis montanus,Vulnerable,Stable
8412,Platymantis sierramadrensis,Vulnerable,Decreasing
8413,Platymantis taylori,Vulnerable,Decreasing
8414,Sanguirana igorota,Vulnerable,Decreasing
8415,Sanguirana tipanan,Vulnerable,Decreasing
8416,Philautus longicrus,Vulnerable,Decreasing
8417,Philautus everetti,Endangered,Decreasing
8418,Platymantis diesmosi,Endangered,Decreasing
8419,Seychellum alluaudi,Vulnerable,Unknown
8420,Plectostoma retrovertens,Critically Endangered,Decreasing
8421,Pomacea ocanensis,Critically Endangered,Decreasing
8422,Plectostoma palinhelix,Endangered,Decreasing
8423,Plectostoma umbilicatum,Critically Endangered,Decreasing
8424,Plectostoma turriforme,Critically Endangered,Decreasing
8425,Plectostoma sinyumensis,Vulnerable,Unknown
8426,Plectostoma tenggekensis,Critically Endangered,Decreasing
8427,Plectostoma dindingensis,Critically Endangered,Unknown
8428,Plectostoma charasense,Critically Endangered,Decreasing
8429,Plectostoma kubuensis,Endangered,Decreasing
8430,Plectostoma laidlawi,Vulnerable,Decreasing
8431,Hyridella glenelgensis,Critically Endangered,Decreasing
8432,Knodus longus,Vulnerable,Unknown
8433,Knodus shinahota,Critically Endangered,Unknown
8434,Moema claudiae,Critically Endangered,Unknown
8435,Spectrolebias pilleti,Vulnerable,Unknown
8436,Ancistrus bolivianus,Vulnerable,Unknown
8437,Evynnis cardinalis,Endangered,Decreasing
8438,Phymaturus darwini,Endangered,Unknown
8439,Austroaeschna christine,Vulnerable,Unknown
8440,Austroaeschna cooloola,Endangered,Unknown
8441,Austroaeschna eungella,Vulnerable,Unknown
8442,Austroaeschna ingrid,Endangered,Unknown
8443,Austroaeschna muelleri,Endangered,Unknown
8444,Austropetalia patricia,Vulnerable,Unknown
8445,Agriocnemis kunjina,Vulnerable,Unknown
8446,Austroagrion pindrina,Vulnerable,Unknown
8447,Caliagrion billinghursti,Vulnerable,Unknown
8448,Archaeophya adamsi,Vulnerable,Unknown
8449,Cordulephya divergens,Vulnerable,Unknown
8450,Lathrocordulia metallica,Vulnerable,Unknown
8451,Micromidia convergens,Vulnerable,Unknown
8452,Antipodogomphus hodgkini,Endangered,Unknown
8453,Armagomphus armiger,Vulnerable,Unknown
8454,Hemigomphus cooloola,Endangered,Unknown
8455,Nymphargus truebae,Critically Endangered,Decreasing
8456,Bagarius yarrelli,Vulnerable,Decreasing
8457,Horadandia atukorali,Vulnerable,Decreasing
8458,Systomus pleurotaenia,Vulnerable,Decreasing
8459,Andinobates dorisswansonae,Vulnerable,Stable
8460,Andinobates tolimensis,Vulnerable,Unknown
8461,Amblycirrhitus earnshawi,Endangered,Unknown
8462,Apletodon barbatus,Vulnerable,Unknown
8463,Didogobius amicuscaridis,Vulnerable,Unknown
8464,Gorogobius stevcici,Vulnerable,Unknown
8465,Priolepis ascensionis,Endangered,Unknown
8466,Pseudophilautus papillosus,Critically Endangered,Unknown
8467,Pseudophilautus procax,Critically Endangered,Unknown
8468,Mantella cowanii,Endangered,Unknown
8469,Scorpaena ascensionis,Endangered,Unknown
8470,Scorpaena mellissii,Endangered,Unknown
8471,Bolitoglossa orestes,Endangered,Stable
8472,Liolaemus rabinoi,Critically Endangered,Decreasing
8473,Apostolepis quirogai,Endangered,Unknown
8474,Liolaemus gravenhorstii,Endangered,Decreasing
8475,Lygophis elegantissimus,Vulnerable,Unknown
8476,Myersiohyla liliae,Endangered,Decreasing
8477,Rhizosomichthys totae,Critically Endangered,Unknown
8478,Imparfinis spurrellii,Endangered,Unknown
8479,Astroblepus ventralis,Vulnerable,Unknown
8480,Callichthys fabricioi,Vulnerable,Unknown
8481,Apteronotus spurrellii,Vulnerable,Unknown
8482,Pseudocurimata patiae,Endangered,Decreasing
8483,Brycon fowleri,Vulnerable,Unknown
8484,Pimelodus grosskopfii,Critically Endangered,Decreasing
8485,Brycon moorei,Vulnerable,Decreasing
8486,Trichomycterus regani,Vulnerable,Unknown
8487,Gymnotus ardilai,Endangered,Unknown
8488,Leporinus muyscorum,Vulnerable,Decreasing
8489,Astroblepus mariae,Endangered,Decreasing
8490,Chaetostoma palmeri,Endangered,Unknown
8491,Ichthyoelephas longirostris,Vulnerable,Decreasing
8492,Astroblepus latidens,Vulnerable,Unknown
8493,Genycharax tarpon,Vulnerable,Unknown
8494,Astroblepus heterodon,Vulnerable,Unknown
8495,Hypostomus wilsoni,Vulnerable,Decreasing
8496,Chaetostoma lepturum,Endangered,Unknown
8497,Trichomycterus unicolor,Endangered,Unknown
8498,Pimelodella macrocephala,Vulnerable,Unknown
8499,Creagrutus atratus,Vulnerable,Stable
8500,Astyanax daguae,Endangered,Unknown
8501,Pseudoplatystoma magdaleniatum,Endangered,Decreasing
8502,Parodon alfonsoi,Endangered,Unknown
8503,Cynopotamus atratoensis,Vulnerable,Decreasing
8504,Cervus albirostris,Vulnerable,Unknown
8505,Moschus chrysogaster,Endangered,Decreasing
8506,Moschus fuscus,Endangered,Decreasing
8507,Moschus moschiferus,Vulnerable,Decreasing
8508,Moschus leucogaster,Endangered,Decreasing
8509,Tragulus nigricans,Endangered,Decreasing
8510,Moschus anhuiensis,Endangered,Decreasing
8511,Moschus cupreus,Endangered,Decreasing
8512,Isophya beybienkoi,Critically Endangered,Decreasing
8513,Isophya dochia,Vulnerable,Decreasing
8514,Isophya nagyi,Endangered,Decreasing
8515,Pyrgacris descampsi,Critically Endangered,Decreasing
8516,Gastrimargus immaculatus,Critically Endangered,Decreasing
8517,Plebejus vogelii,Endangered,Decreasing
8518,Pseudophilotes fatma,Endangered,Decreasing
8519,Arethusana aksouali,Endangered,Decreasing
8520,Lasiommata meadewaldoi,Endangered,Decreasing
8521,Pieris segonzaci,Vulnerable,Decreasing
8522,Conocephalus vaginalis,Endangered,Unknown
8523,Conocephalus zlobini,Vulnerable,Unknown
8524,Pseudosaga maraisi,Critically Endangered,Unknown
8525,Brookesia peyrierasi,Endangered,Decreasing
8526,Obovaria subrotunda,Endangered,Decreasing
8527,Simpsonaias ambigua,Vulnerable,Decreasing
8528,Bolitoglossa tamaense,Endangered,Decreasing
8529,Geocharax falcata,Vulnerable,Unknown
8530,Hyperolius constellatus,Vulnerable,Decreasing
8531,Odorrana wuchuanensis,Vulnerable,Decreasing
8532,Liurana xizangensis,Vulnerable,Unknown
8533,Limnonectes fragilis,Vulnerable,Decreasing
8534,Limnonectes liui,Vulnerable,Decreasing
8535,Liurana alpina,Vulnerable,Stable
8536,Sylvirana spinulosa,Vulnerable,Decreasing
8537,Buergeria oxycephala,Vulnerable,Decreasing
8538,Hynobius maoershanensis,Critically Endangered,Unknown
8539,Liuixalus romeri,Endangered,Decreasing
8540,Nanorana unculuanus,Vulnerable,Decreasing
8541,Amolops torrentis,Vulnerable,Decreasing
8542,Amolops tuberodepressus,Vulnerable,Decreasing
8543,Amolops hongkongensis,Endangered,Unknown
8544,Amolops hainanensis,Endangered,Decreasing
8545,Amolops loloensis,Vulnerable,Decreasing
8546,Odorrana hainanensis,Vulnerable,Decreasing
8547,Odorrana hejiangensis,Vulnerable,Decreasing
8548,Megophrys medogensis,Endangered,Decreasing
8549,Megophrys nankiangensis,Vulnerable,Unknown
8550,Megophrys caudoprocta,Endangered,Unknown
8551,Megophrys binchuanensis,Vulnerable,Decreasing
8552,Parapelophryne scalpta,Vulnerable,Decreasing
8553,Pachyhynobius shangchengensis,Vulnerable,Decreasing
8554,Odorrana jingdongensis,Vulnerable,Decreasing
8555,Pseudohynobius puxiongensis,Critically Endangered,Decreasing
8556,Pseudohynobius flavomaculatus,Vulnerable,Decreasing
8557,Liua tsinpaensis,Vulnerable,Decreasing
8558,Odorrana kuangwuensis,Vulnerable,Decreasing
8559,Oreolalax pingii,Endangered,Decreasing
8560,Oreolalax rhodostigmatus,Vulnerable,Decreasing
8561,Oreolalax puxiongensis,Endangered,Decreasing
8562,Oreolalax multipunctatus,Endangered,Decreasing
8563,Oreolalax omeimontis,Endangered,Decreasing
8564,Oreolalax nanjiangensis,Vulnerable,Decreasing
8565,Oreolalax jingdongensis,Vulnerable,Decreasing
8566,Oreolalax liangbeiensis,Critically Endangered,Decreasing
8567,Oreolalax chuanbeiensis,Endangered,Decreasing
8568,Glandirana minima,Endangered,Decreasing
8569,Leptobrachium leishanense,Endangered,Decreasing
8570,Leptobrachium boringii,Endangered,Decreasing
8571,Scutiger tuberculatus,Vulnerable,Decreasing
8572,Scutiger muliensis,Endangered,Decreasing
8573,Scutiger liupanensis,Endangered,Decreasing
8574,Scutiger jiulongensis,Endangered,Decreasing
8575,Scutiger chintingensis,Vulnerable,Decreasing
8576,Cynops orphicus,Endangered,Decreasing
8577,Echinotriton andersoni,Vulnerable,Decreasing
8578,Cynops chenggongensis,Critically Endangered,Decreasing
8579,Rana sauteri,Vulnerable,Decreasing
8580,Tylototriton kweichowensis,Vulnerable,Decreasing
8581,Tylototriton hainanensis,Endangered,Decreasing
8582,Tylototriton taliangensis,Vulnerable,Decreasing
8583,Tylototriton shanjing,Vulnerable,Decreasing
8584,Tylototriton wenxianensis,Vulnerable,Decreasing
8585,Amolops aniqiaoensis,Vulnerable,Stable
8586,Amolops medogensis,Endangered,Decreasing
8587,Paramesotriton fuzhongensis,Vulnerable,Decreasing
8588,Batrachuperus yenyuanensis,Endangered,Decreasing
8589,Batrachuperus tibetanus,Vulnerable,Decreasing
8590,Odorrana anlungensis,Endangered,Decreasing
8591,Batrachuperus londongensis,Endangered,Decreasing
8592,Pseudohynobius shuichengensis,Critically Endangered,Decreasing
8593,Rana chevronta,Critically Endangered,Unknown
8594,Bufo aspinius,Endangered,Decreasing
8595,Micryletta steinegeri,Vulnerable,Decreasing
8596,Bufo ailaoanus,Endangered,Decreasing
8597,Quasipaa jiulongensis,Vulnerable,Decreasing
8598,Nanorana medogensis,Endangered,Unknown
